user_id,product_id,rating
8,1486836,5
8,1977156,3
8,2114924,3
8,1639459,4
8,1942853,3
9,2223584,4
9,2057081,4
9,2315877,5
9,2313286,5
9,1803147,5
9,2030427,4
9,1988849,4
9,1437136,5
9,2078434,4
9,2335263,5
9,2075521,4
9,2116754,3
9,1840461,3
9,1788454,3
9,1900083,5
9,1988815,3
9,1958578,5
9,1797562,3
9,1715895,3
9,2226280,5
9,2111813,3
9,2209062,4
9,2073260,4
9,2152668,5
9,2009223,4
10,2346039,5
10,1558170,3
10,2170892,3
10,2320851,5
10,1404961,3
10,2034981,3
10,2113454,4
10,1955764,5
10,2290203,5
10,2035061,5
10,1841865,3
10,1542018,5
10,2186864,4
10,2289692,5
10,2246122,5
10,1839653,5
10,2330470,3
10,1573336,3
10,2203016,4
10,2239937,4
10,1931815,4
10,2022853,5
10,2294502,4
10,1980283,3
10,1843788,4
11,2201473,4
11,2215630,4
11,1803766,5
11,2319689,3
11,2012235,5
11,2156487,3
11,2283158,3
11,2094548,5
11,2346575,3
11,1947324,5
11,2191054,4
11,2215903,3
11,2185759,4
11,1820927,3
11,2339067,5
11,2130334,5
11,2287837,5
11,2259125,5
11,1943331,3
11,1436773,4
11,2106110,5
11,1761089,5
11,2210482,3
11,2267391,5
11,1148022,3
12,1715903,3
12,2340230,5
12,905364,4
12,1895697,4
12,1936814,4
12,1779511,5
12,2187573,5
12,1898501,5
12,2219871,5
12,2268654,4
12,1622083,5
12,2173581,3
12,2139632,3
12,1358274,4
12,2323202,4
12,2319499,5
12,1862812,4
12,1777432,3
12,2280113,4
12,2032142,3
12,2215556,5
12,1672971,3
12,1783174,5
12,2311306,3
12,1140839,5
13,2127025,3
13,2044162,3
13,2155661,4
13,1778992,4
13,1375823,4
13,1999465,5
13,2123495,3
13,2284925,3
13,2032142,5
13,2162493,3
13,2167666,4
13,2149417,5
13,2197630,4
13,1192921,3
13,1601004,5
13,2328615,5
13,2106169,4
13,2337681,4
13,2081974,4
13,1671924,5
13,2081719,5
13,1605906,4
13,2203974,3
13,2198075,4
13,2310472,3
14,1851062,5
14,2219608,5
14,2099729,4
14,1586007,3
14,2163400,4
14,1807791,3
14,1246537,3
14,2114536,3
14,2309276,4
14,2339968,3
14,1270370,4
14,2315851,3
14,2142586,4
14,2210417,3
14,1098714,3
14,1576859,5
14,2155539,4
14,2339661,4
14,1507565,4
14,2328003,5
14,2213247,3
14,2020972,3
14,2328540,5
14,2070944,4
14,1638238,5
15,2313245,3
15,2204261,3
15,2189462,4
15,2213619,5
15,1989870,5
15,2127637,5
15,2324176,5
15,2047678,5
15,2039956,5
15,2185593,3
15,2320687,4
15,1910694,5
15,906669,3
15,1999663,5
15,2126852,4
15,2072965,5
15,2317394,3
15,1929132,5
15,1826155,4
15,2172641,4
15,2340297,4
15,2349991,5
15,1826437,5
15,1985845,4
15,2307825,5
16,1417302,3
16,2322691,5
16,1713742,5
16,2315323,5
16,1922251,3
16,2216745,5
16,2175438,5
16,1682418,5
16,43620,4
16,1873298,5
16,2169324,3
16,2127371,3
16,2222974,4
16,2325934,4
16,1848894,5
16,1809193,5
16,1674787,5
16,2288090,5
16,2345890,3
16,713941,3
16,2313740,5
16,1621960,4
16,2113652,3
16,2290039,3
16,2323202,4
17,2351971,5
17,2047728,5
17,2337723,3
17,2346252,5
17,2221216,4
17,2127058,4
17,2337715,3
17,2227320,3
17,1913714,5
17,1890706,4
17,2238103,3
17,2197283,3
17,1201565,4
17,1412592,4
17,2098713,5
17,2280089,3
17,2093565,3
17,2247823,3
17,1802420,3
17,2170926,5
17,1957109,5
17,1064864,4
17,1953603,5
17,2144574,3
17,2231637,5
18,2051910,5
18,2137065,4
18,2154995,5
18,2002269,5
18,1696798,5
18,2079945,5
18,2222875,5
18,2126951,5
18,2125904,4
18,1901230,5
18,2016053,5
18,2127579,3
18,2044519,5
18,1826155,4
18,1293901,3
18,1108257,3
18,912584,5
18,1602275,5
18,1534338,4
18,2062420,3
18,2260099,5
18,1952019,3
18,2258507,3
18,1149277,3
18,2347987,5
19,2197911,4
19,1957570,5
19,1905603,4
19,2280113,5
19,2026052,5
19,1586072,5
19,2176444,3
19,2315141,3
19,2274991,3
19,2275816,5
19,1787159,5
19,2203826,4
19,2218766,5
19,1755206,5
19,2282010,3
19,2188217,3
19,1822204,5
19,2150985,4
19,1942952,3
19,2076495,5
19,1778844,4
19,1040666,5
19,1919273,5
19,2205623,3
19,2280121,3
20,1989037,4
20,1449149,3
20,2205706,4
20,2202406,3
20,1167170,3
20,1108109,4
20,2298735,5
20,2150662,5
20,1902816,5
20,1850155,4
20,2139970,5
20,742130,3
20,2002368,5
20,1973585,3
20,1599414,3
20,2326312,5
20,2213361,4
20,1596451,5
20,2277135,5
20,1913979,4
20,2316081,4
20,2327294,4
20,1906239,5
20,2169258,3
20,1778349,5
21,895367,4
21,1902725,3
21,1958560,5
21,2287118,4
21,2050367,5
21,2355592,5
21,1974310,5
21,1959386,3
21,2308070,3
21,2210375,5
21,2325785,5
21,2316768,3
21,2089308,4
21,1957273,5
21,2101491,5
21,2183465,3
21,2122091,4
21,1817378,4
21,1573062,5
21,1988815,4
21,2317097,5
21,1734474,4
21,1973767,5
21,1688845,5
21,2176600,5
22,2339059,5
22,2293207,4
22,2058006,4
22,1672971,4
22,2177657,3
22,2287118,5
22,2065258,5
22,2344281,5
22,1728351,5
22,975334,5
22,786871,4
22,2258846,5
22,1542034,3
22,2270320,3
22,2254712,5
22,2083236,4
22,1906239,4
22,2060002,4
22,2071900,3
22,1809557,5
22,2284875,5
22,2186625,3
22,2277135,3
22,1970383,5
22,2185767,4
23,2309631,5
23,1924000,3
23,2229599,5
23,1900083,3
23,1892637,3
23,2189348,3
23,1887876,4
23,2047769,5
23,2215283,4
23,2075562,5
23,2073641,4
23,1530534,4
23,2242576,3
23,2180743,3
23,2045912,4
23,1929132,3
23,2304053,5
23,2327294,5
23,2066520,5
23,2230415,5
23,1634021,5
23,1755016,3
23,2243335,5
23,2249860,3
23,2319614,4
24,1905603,4
24,1707694,4
24,2325355,5
24,1768647,3
24,2026110,4
24,1655604,5
24,1947134,5
24,2303634,4
24,2067544,3
24,2118032,5
24,1927508,4
24,2068872,3
24,2339687,3
24,2316032,4
24,1947886,3
24,1778992,4
24,1807809,3
24,1851773,4
24,1390079,3
24,2255560,4
24,1644228,3
24,1475805,5
24,1918705,5
24,1871862,3
24,2140168,5
25,2111938,3
25,1827252,4
25,2259943,4
25,2322485,3
25,2226769,3
25,2118586,5
25,2143840,3
25,2060283,5
25,2200624,5
25,2015808,3
25,1800564,3
25,1969179,4
25,2258895,3
25,2045698,4
25,1648633,4
25,1898717,3
25,2199727,4
25,2200871,3
25,77776,5
25,2061000,5
25,1926559,5
25,2183499,4
25,1737311,5
25,2048841,5
25,796524,3
26,2120715,3
26,2301992,4
26,2290641,5
26,1785005,4
26,1887363,5
26,2325892,5
26,2106110,4
26,2021905,3
26,2083384,5
26,1289727,5
26,2155448,4
26,2308062,4
26,6528,3
26,2262236,3
26,1032762,4
26,1162635,3
26,2251650,5
26,2187052,4
26,534628,5
26,1941756,3
26,2024792,3
26,2214781,5
26,2236941,4
26,1795236,5
26,2221554,4
27,2336162,5
27,2249795,4
27,2280303,3
27,2177806,5
27,1542018,5
27,2306264,4
27,2276533,4
27,2044121,3
27,2268639,3
27,2218774,4
27,2199479,3
27,2291458,3
27,1490093,3
27,1930429,5
27,1352194,4
27,876169,5
27,2086304,4
27,2290971,4
27,1641737,4
27,1947977,5
27,1965367,5
27,1555895,4
27,2062289,5
27,1872928,3
27,662429,4
28,1994326,5
28,2151124,4
28,2305407,4
28,2254886,4
28,1540228,5
28,2358380,4
28,2094779,3
28,1931831,5
28,2350296,4
28,2197705,4
28,1610229,3
28,2194264,4
28,2113538,4
28,2181816,3
28,2340214,3
28,2307163,3
28,1654102,3
28,2114544,4
28,2320141,4
28,2069821,3
28,2253177,4
28,2305522,4
28,1410125,4
28,2331882,3
28,2228708,3
29,1425339,5
29,2338473,5
29,1587674,3
29,1067792,4
29,2270023,3
29,1328038,4
29,1098714,4
29,2201515,3
29,2175396,3
29,2206522,5
29,2197002,4
29,1420223,4
29,1892678,5
29,1783174,3
29,2077477,5
29,1940725,3
29,2214815,5
29,2224632,4
29,2262244,3
29,2032142,4
29,1966373,5
29,2062842,5
29,1970235,5
29,2262418,3
29,2310027,3
30,1364769,4
30,2194090,5
30,2318723,3
30,2351815,5
30,2284990,4
30,1752302,5
30,1160084,4
30,2340214,4
30,2113447,3
30,2185775,3
30,2296911,3
30,2186625,4
30,2305274,4
30,2099844,4
30,2250124,4
30,2047686,3
30,1851567,5
30,2040962,3
30,2264653,3
30,1966258,4
30,2170280,4
30,654293,3
30,1823368,5
30,2286425,3
30,2242568,3
31,1611359,5
31,2169324,3
31,2259968,3
31,2294684,5
31,2114072,5
31,2218618,5
31,2082766,5
31,1536101,5
31,2198836,4
31,1739317,4
31,2271203,5
31,2077881,5
31,2174001,3
31,2325793,5
31,2306686,5
31,2268639,5
31,1897123,4
31,1877141,4
31,2075513,3
31,2114494,3
31,1927284,5
31,2278703,4
31,828772,3
31,1873397,4
31,1800135,3
32,1912641,3
32,2269694,5
32,1956010,5
32,48041,4
32,1632751,5
32,1072933,3
32,1734508,5
32,1484989,4
32,1999473,4
32,1705177,5
32,2178036,4
32,1180116,4
32,1916261,5
32,2224608,3
32,2217032,3
32,2302149,4
32,2098713,5
32,1794023,5
32,1548270,5
32,2163962,5
32,1782515,4
32,2170827,4
32,2350064,4
32,2149813,5
32,2287068,5
33,2136521,3
33,1542034,4
33,2035178,3
33,1965367,5
33,1867605,3
33,2323244,3
33,2233872,4
33,1947068,4
33,2144749,4
33,2312460,5
33,2338457,3
33,2313930,4
33,1778257,3
33,2078327,5
33,2166973,3
33,2204246,4
33,2010247,5
33,2076636,3
33,1357250,3
33,2142586,3
33,1635564,5
33,1564483,3
33,2183465,4
33,1114636,5
33,2200053,3
34,1800242,4
34,1482538,4
34,2319143,4
34,1507698,4
34,1892645,3
34,1698034,4
34,1946987,4
34,2072213,4
34,1521475,5
34,2282036,4
34,1825330,5
34,2247922,3
34,2270338,3
34,1681071,5
34,2011039,3
34,2045904,5
34,2303667,3
34,1515329,4
34,2244440,3
34,2117919,3
34,1739192,3
34,1630292,4
34,2145902,3
34,1883479,3
34,2031599,3
35,2258044,4
35,2266872,5
35,2227312,5
35,2031706,4
35,1839935,4
35,2181253,5
35,1581909,4
35,2249613,3
35,2211530,3
35,1991140,3
35,1703123,4
35,2140200,3
35,2061000,4
35,2326379,5
35,2001576,3
35,2234110,5
35,2304053,5
35,2270304,4
35,2005999,4
35,1788173,4
35,1500826,5
35,2080075,4
35,2325744,4
35,2203396,5
35,2077972,3
36,2324796,3
36,2348365,3
36,2346906,3
36,1913995,5
36,2354660,4
36,1824408,5
36,2320067,4
36,2316008,4
36,2175750,5
36,1737881,4
36,2174068,4
36,2081669,3
36,2099901,3
36,2256501,5
36,2244564,4
36,1917830,5
36,2129922,4
36,2177541,5
36,1794585,5
36,1895960,3
36,2344356,4
36,2341980,5
36,2319911,4
36,1947779,3
36,2325165,5
37,1900976,3
37,1896042,5
37,1703560,3
37,2255313,5
37,2169928,4
37,2203487,4
37,1884451,5
37,2319317,5
37,1638386,3
37,2319614,4
37,1864032,4
37,1784404,4
37,1778331,4
37,2214294,5
37,1788546,5
37,1892652,5
37,1824390,5
37,683508,5
37,2215184,5
37,2284875,3
37,2338838,3
37,2283703,5
37,2170330,5
37,579490,4
37,2155455,4
38,2249985,4
38,1942051,3
38,2149797,5
38,2131654,5
38,2171056,4
38,1375864,4
38,2191468,3
38,1715812,5
38,2030104,3
38,1441146,4
38,2243616,5
38,1675990,4
38,1634344,4
38,981530,5
38,2028421,3
38,1288448,4
38,2201721,4
38,2002202,5
38,2111409,3
38,2172617,5
38,2317303,5
38,1988922,4
38,1650183,4
38,2290294,5
38,2040749,5
39,1461086,4
39,826743,3
39,1778299,3
39,2117232,4
39,2227577,3
39,112680,5
39,2100394,3
39,1630003,3
39,2338424,3
39,2021889,5
39,2345759,4
39,2125664,5
39,2127421,4
39,2230589,5
39,1703123,4
39,1863901,5
39,2033256,3
39,1140813,4
39,2028710,5
39,1284710,4
39,1773159,3
39,2190908,3
39,2081776,4
39,1017920,4
39,1784776,5
40,2220853,4
40,2318996,4
40,2283893,5
40,2150985,3
40,2215861,5
40,2014306,5
40,2289692,3
40,1932433,3
40,2030450,4
40,2272094,3
40,1862317,4
40,2210797,5
40,1593052,4
40,203448,5
40,1499193,5
40,2236719,3
40,2111813,4
40,2020956,5
40,2107431,5
40,2174019,3
40,1728328,5
40,2042018,5
40,1457688,5
40,2344281,4
40,2039873,5
41,1872878,4
41,1966332,4
41,2077451,3
41,1690221,5
41,2097400,4
41,1289594,3
41,2156446,3
41,2200079,3
41,2244481,5
41,2038354,4
41,2338499,4
41,2194314,4
41,2223089,4
41,2119758,5
41,2330777,3
41,1957521,5
41,571265,4
41,1200716,3
41,2114072,3
41,2303378,3
41,2260057,5
41,2225209,4
41,2162204,3
41,1639681,3
41,1604438,3
42,1575000,4
42,1602929,5
42,1074442,5
42,1981943,5
42,2322477,3
42,2275881,5
42,1673888,3
42,2235315,4
42,2106169,4
42,2254720,5
42,2295814,5
42,1822360,4
42,1755040,3
42,2163418,4
42,1548288,3
42,2215861,3
42,1605591,5
42,1835859,5
42,2169415,3
42,1378215,4
42,1953009,5
42,1932433,3
42,1899194,4
42,2351377,4
42,2163160,3
43,1600170,4
43,1923549,3
43,1477371,5
43,1949692,3
43,2111755,4
43,2110146,3
43,1809516,5
43,1776798,4
43,1814326,5
43,2297067,3
43,1553569,4
43,1982479,4
43,2277945,4
43,2051944,4
43,2276335,5
43,2314342,5
43,1406602,5
43,1639343,4
43,1913987,4
43,2346203,5
43,1323203,5
43,2254837,4
43,2210714,4
43,2204857,3
43,2274751,4
44,2276475,3
44,903856,4
44,1907591,4
44,2239226,5
44,1023670,4
44,1707181,4
44,2195915,3
44,1240092,4
44,2195790,5
44,2344596,4
44,1566124,3
44,2191609,3
44,2231272,5
44,1987692,3
44,1966373,4
44,1912120,5
44,2129468,3
44,2291086,4
44,2244432,4
44,2171049,5
44,1785005,4
44,2238848,3
44,2329936,5
44,2039683,5
44,828772,4
45,2258044,3
45,2301992,5
45,2210383,4
45,2266369,4
45,1626530,3
45,2131548,5
45,2289346,5
45,2239945,3
45,2185817,3
45,1499144,3
45,1980473,5
45,2005023,5
45,2189413,3
45,2222784,3
45,2270445,4
45,1310200,5
45,1872860,4
45,683136,3
45,1536507,4
45,2015006,5
45,1869296,3
45,1641778,5
45,2221620,3
45,1918028,4
45,1689751,4
46,1605567,5
46,2002830,4
46,2320695,3
46,2113637,5
46,2173573,5
46,2280428,3
46,2320075,3
46,2206134,4
46,2125813,4
46,1971241,5
46,2317386,5
46,2101210,5
46,2030088,4
46,1863117,3
46,1478585,5
46,1964881,4
46,2270452,5
46,1573062,4
46,2344224,4
46,1670090,5
46,2273993,4
46,2229979,4
46,2250033,3
46,2001220,4
46,2229581,5
47,1967496,5
47,1506427,5
47,1982974,5
47,2248946,5
47,2113579,3
47,1686013,3
47,1779271,3
47,2264786,5
47,1773142,5
47,2083772,5
47,1417567,4
47,987933,4
47,1393693,4
47,2270478,4
47,1802677,4
47,2272094,3
47,2195600,4
47,2039477,3
47,2226702,4
47,2175438,4
47,455774,3
47,2318749,3
47,2180941,4
47,2185320,4
47,2311546,3
48,2322485,3
48,2122935,3
48,1954866,4
48,2109601,4
48,1989979,4
48,2254506,3
48,1721281,4
48,1973684,5
48,2204006,5
48,1124155,3
48,2261451,5
48,2291102,5
48,2267581,5
48,2194298,4
48,2179281,3
48,1955095,5
48,2301059,4
48,1425529,4
48,1973841,3
48,1617489,4
48,2002848,4
48,1463199,3
48,2290229,3
48,2280410,4
48,2105898,5
49,1817287,5
49,1964881,3
49,2198562,4
49,2326502,3
49,2282028,3
49,2252138,4
49,2158038,3
49,2214773,5
49,1634344,3
49,2098887,5
49,2295111,5
49,2336477,5
49,2077527,3
49,1516046,4
49,2336188,3
49,2210367,5
49,2071900,5
49,1737774,5
49,1862515,3
49,1697440,4
49,1832310,4
49,1912732,3
49,861690,5
49,2231116,4
49,1359306,4
50,2245751,4
50,1921584,3
50,2169423,5
50,2266377,3
50,1423961,4
50,1863208,4
50,1586007,4
50,1559061,4
50,1973734,4
50,1932193,5
50,1746148,3
50,2163046,4
50,1784552,3
50,1710763,5
50,2155968,5
50,2192227,5
50,2318004,3
50,1899996,5
50,2280329,4
50,2330777,4
50,2043552,5
50,2344778,3
50,2197747,3
50,1751544,3
50,2127066,5
51,2346682,5
51,2163137,4
51,1564483,4
51,2062925,4
51,2201515,3
51,1935477,5
51,2204857,3
51,1585983,3
51,1161660,5
51,2321149,3
51,2316834,5
51,2149839,4
51,2125706,3
51,1782085,4
51,2335610,5
51,407304,3
51,2272193,3
51,2164168,3
51,2118966,3
51,2102465,5
51,1985001,4
51,2353530,4
51,631937,5
51,2088060,4
51,2064004,3
52,1833136,5
52,838763,4
52,2064905,5
52,1258284,5
52,1978360,3
52,1536465,4
52,1596527,5
52,1648468,4
52,1778349,3
52,2176584,4
52,2002806,3
52,1534346,5
52,2285716,5
52,2332682,3
52,1730589,3
52,2216182,5
52,1897735,4
52,1734466,4
52,1833532,4
52,2264414,3
52,1966241,3
52,2140275,3
52,2310514,5
52,2271062,5
52,2277184,5
53,1894377,5
53,2262236,5
53,1888858,5
53,1956218,5
53,1662147,3
53,1829472,5
53,2296895,4
53,1947985,3
53,2142586,4
53,2127306,5
53,1778992,3
53,1328053,4
53,1999630,3
53,2191252,3
53,1571405,3
53,2320307,5
53,1776202,4
53,1903434,5
53,2215960,4
53,1838861,3
53,1955640,4
53,2117463,3
53,2056943,5
53,2224145,5
53,2258762,3
54,1771104,5
54,2156487,4
54,2063188,5
54,2044949,3
54,1898493,4
54,2333136,4
54,2316107,4
54,1782515,5
54,1913763,4
54,1457662,4
54,2280717,3
54,2056992,5
54,2236289,4
54,1804129,5
54,1160084,5
54,2345908,3
54,2147049,4
54,2310621,4
54,2330470,3
54,2336154,3
54,2075562,4
54,1928787,4
54,2249423,4
54,2320885,4
54,2015824,4
55,2351005,4
55,2046621,5
55,1966381,4
55,2197127,4
55,2276400,5
55,2327245,4
55,2002368,4
55,2080224,5
55,2235489,5
55,1795327,3
55,1962000,4
55,1946706,5
55,1747799,5
55,2307817,3
55,2209526,5
55,2344265,5
55,1423961,4
55,2195857,3
55,2141984,3
55,2345759,3
55,2055986,4
55,2137834,5
55,2122679,4
55,2163533,5
55,1477371,3
56,2262319,3
56,2211613,5
56,2071280,5
56,2105294,5
56,1217710,4
56,2064905,4
56,2261410,3
56,1459148,4
56,2308211,4
56,2127447,5
56,2323145,3
56,2038636,4
56,2231736,3
56,48579,4
56,2081693,5
56,1908631,3
56,534529,4
56,2261527,5
56,941609,4
56,1931237,5
56,2074474,3
56,1898857,4
56,2198430,3
56,2186559,4
56,2081974,5
57,2314250,5
57,1072933,5
57,2259158,3
57,1465731,3
57,2309292,5
57,2030716,3
57,1946995,5
57,1564483,4
57,1912013,3
57,2025229,3
57,1809698,4
57,2284925,3
57,2133569,5
57,2254746,3
57,2335479,3
57,2040954,4
57,2106128,5
57,1236850,4
57,2262236,3
57,1402999,3
57,1170679,3
57,1692078,3
57,2229979,3
57,2325181,5
57,1704402,4
58,2319002,5
58,2196459,3
58,1984483,4
58,2224087,5
58,2170009,3
58,2315315,4
58,1030642,5
58,2191559,3
58,1672849,5
58,2235968,3
58,2100642,4
58,1764950,5
58,2126241,3
58,2291078,5
58,2046654,4
58,1632868,5
58,884569,5
58,2259588,4
58,2264661,4
58,2307833,3
58,2133577,4
58,1663822,3
58,2253706,5
58,2198737,4
58,2190999,3
59,2229417,4
59,1675974,4
59,2103539,4
59,2277325,5
59,2014975,3
59,47860,3
59,2291375,3
59,1796317,4
59,1328855,4
59,2111656,4
59,2187847,5
59,1761048,5
59,2329928,4
59,2087302,5
59,1770528,4
59,2277291,4
59,2254506,3
59,2283703,5
59,2069623,3
59,2132694,4
59,2280139,3
59,2310027,4
59,1815851,5
59,1957091,4
59,1674084,3
60,1933100,5
60,2145159,4
60,2131605,4
60,1509066,4
60,2271443,4
60,2274934,5
60,1841469,3
60,1648468,3
60,659169,4
60,2319317,5
60,1404805,3
60,2220713,3
60,2070845,4
60,2004307,4
60,1822246,5
60,2070068,5
60,2033215,5
60,2313229,5
60,2239945,4
60,2144665,3
60,1462704,5
60,2269439,4
60,2077501,5
60,1868124,3
60,2187318,4
61,2270544,4
61,1898196,3
61,1720192,4
61,1499177,4
61,2163053,4
61,2153997,4
61,1001098,4
61,1866771,4
61,1707744,4
61,2298685,5
61,2314573,5
61,2280931,4
61,967224,5
61,1229095,4
61,2215184,5
61,1650191,3
61,1810688,5
61,2119998,4
61,1960996,3
61,2271203,4
61,1648468,5
61,1815109,4
61,2350023,5
61,2050359,3
61,1450881,3
62,2157147,3
62,2273191,5
62,2320612,4
62,1658996,3
62,1778299,5
62,2234565,4
62,2147361,3
62,2271203,3
62,1459130,4
62,1868256,4
62,2185395,3
62,2319150,5
62,2173920,5
62,2266898,3
62,1747286,5
62,2280444,3
62,1887884,3
62,1748003,3
62,2197101,3
62,1959386,3
62,1572338,4
62,1966365,4
62,1898022,4
62,2142065,5
62,2355600,5
63,2346294,3
63,2171908,3
63,1894468,4
63,2257863,3
63,2338085,4
63,2305076,4
63,2302610,5
63,2344505,3
63,2226793,3
63,2255230,5
63,1851765,5
63,1459999,3
63,2209393,4
63,1728344,5
63,1506427,4
63,895367,3
63,2102721,4
63,2325355,4
63,1946706,3
63,2206530,5
63,2098655,4
63,1754191,4
63,2262590,4
63,1920651,4
63,2254712,3
64,2078004,5
64,2232270,3
64,2254506,5
64,2335636,4
64,1561182,3
64,2008134,5
64,2119568,5
64,1566066,3
64,2122257,4
64,2106110,4
64,1921709,5
64,1596113,4
64,1957281,4
64,2030492,3
64,2243905,4
64,1412808,4
64,2221182,4
64,2158491,5
64,1777689,4
64,1536317,5
64,2267276,4
64,2314532,5
64,2224145,5
64,2311546,5
64,2049286,3
65,1540426,4
65,2169845,4
65,2317683,5
65,971473,5
65,2176048,5
65,1966381,4
65,2289239,4
65,1396399,3
65,1553569,5
65,2213551,3
65,1558006,3
65,1858372,5
65,1851773,5
65,2320349,4
65,2242550,5
65,2126266,5
65,2033181,5
65,2336535,5
65,1860329,3
65,2249241,4
65,1863547,4
65,1989797,5
65,2340123,3
65,2004042,4
65,2223600,4
66,2029817,4
66,2304111,3
66,1900232,3
66,1270578,3
66,2077667,3
66,2255263,4
66,1973775,3
66,2236719,4
66,2325736,5
66,1901859,3
66,1780956,4
66,786871,4
66,2101558,4
66,1868199,3
66,2025229,3
66,2241719,5
66,2311561,4
66,2244465,5
66,2219863,5
66,2343705,5
66,1541994,4
66,1841493,3
66,1475672,4
66,2046191,4
66,2032050,4
67,2274009,3
67,571265,5
67,1739192,5
67,2195147,3
67,2163087,3
67,2293157,5
67,2218048,4
67,1629591,5
67,2260057,3
67,1974252,4
67,1239847,3
67,1873181,4
67,2250520,4
67,2191013,4
67,1956523,5
67,2105427,3
67,1672765,5
67,2329894,5
67,1118033,5
67,2322477,4
67,911115,3
67,1910538,3
67,2243079,4
67,11023,3
67,1270107,5
68,2280709,5
68,1258474,5
68,1566793,4
68,2318053,4
68,1802149,5
68,1669357,5
68,2254621,5
68,2235042,3
68,2030823,3
68,2353068,5
68,1795327,5
68,2183473,3
68,1911049,3
68,2190924,5
68,2127033,3
68,1240944,5
68,2039501,3
68,2087880,3
68,2314565,4
68,2201093,4
68,1833136,5
68,2072437,3
68,2241065,4
68,2188209,5
68,2205482,4
69,1576487,4
69,1861426,5
69,1424266,4
69,2204501,4
69,911149,3
69,1989797,3
69,1063619,5
69,2058204,3
69,1894476,3
69,1710276,3
69,2035160,5
69,1868983,3
69,1626043,4
69,1965524,3
69,2126373,5
69,2133585,4
69,1954874,5
69,2163533,5
69,1127588,3
69,2262392,5
69,2062453,3
69,1918697,3
69,1892835,4
69,2169605,3
69,1911049,4
70,2267524,3
70,2339687,3
70,1484625,4
70,2100030,4
